gen_fantasy,gen_thriller,gen_animation,gen_family,gen_horror,gen_sports,gen_fanstasy,gen_holiday,gen_documentary,gen_period,gen_romance,gen_biography,gen_suspense,gen_history,gen_mystery,gen_musical,gen_crime,gen_sci-fi,gen_comedy,gen_action,gen_western,gen_war,gen_horror/mystery,gen_adventure,gen_drama,st_sequel,st_semi-sequel,st_remake,st_original screenplay,st_documentary,st_reboot,st_based on a true story,st_adaptation,st_prequel,film,year,rotten_tomatoes_critics,metacritic_critics,average_critics,rotten_tomatoes_audience,metacritic_audience,rotten_tomatoes_vs_metacritic_deviance,average_audience,audience_vs_critics_deviance,opening_weekend,opening_weekend_($million),domestic_gross,domestic_gross_($million),foreign_gross_($million),foreign_gross,worldwide_gross,worldwide_gross_($million),of_gross_earned_abroad,budget_($million),budget_recovered,budget_recovered_opening_weekend,distributor,imdb_rating,imdb_vs_rt_disparity,release_date_(us),oscar_winners,oscar_detail,PC1,PC2,kmeans_pca,kmeans,kmeans_audience,dbscan,agg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Live Free or Die Hard,2007,79.0,69.0,74.0,86.0,69.0,17.0,78.0,-4.0,33369559.0,33.37,134529403.0,134.53,249.0,249002043.0,383531446.0,384.0,2.49,110.0,348.66,30.34,,,,"Jun 27, 2007",0,,2.3497748993843217,1.2027704092750315,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meet the Robinsons,2007,66.0,61.0,64.0,74.0,66.0,8.0,70.0,-7.0,25123781.0,25.12,97822171.0,97.82,71.51,71510807.0,169332978.0,169.0,0.7151000000000001,100.0,169.33,25.12,,,,"Mar 30, 2007",0,,0.549550547079387,0.6036097290407753,3,2,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Clayton,2007,90.0,82.0,86.0,69.0,78.0,-9.0,74.0,13.0,719910.0,0.72,49033882.0,49.03,43.96,43957953.0,92991835.0,93.0,0.4396,25.0,371.97,2.88,,,,"Oct 5, 2007",1,Best Supporting Actress,-0.5951197435221546,3.386195002425581,1,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mr. Brooks,2007,56.0,45.0,51.0,76.0,88.0,-12.0,82.0,-32.0,10017067.0,10.02,28549298.0,28.55,19.57,19572602.0,48121900.0,48.0,0.1957,20.0,240.61,50.09,,,,"Jun 1, 2007",0,,-1.3389148499487897,0.290339187795561,0,3,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mr. Magorium's Wonder Emporium,2007,36.0,48.0,42.0,55.0,56.0,-1.0,56.0,-14.0,9630085.0,9.63,32061555.0,32.06,36.89,36886258.0,68947813.0,69.0,0.3689,25.0,275.79,38.52,,,,"Nov 16, 2007",0,,-1.5971152642228779,-0.7333301150381271,0,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Music and Lyrics,2007,63.0,59.0,61.0,68.0,83.0,-15.0,76.0,-15.0,13623630.0,13.62,50572589.0,50.57,95.32,95323833.0,145896422.0,146.0,0.9531999999999999,40.0,364.74,34.06,,,,"February 14, 2007",0,,-0.5497857533938459,0.6719301630652513,1,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nancy Drew,2007,49.0,53.0,51.0,59.0,65.0,-6.0,62.0,-11.0,6832318.0,6.83,25612520.0,25.61,5.05,5054410.0,30666930.0,31.0,0.050499999999999996,20.0,153.33,34.16,,,,"Jun 15, 2007",0,,-1.742328144017357,0.009232410118353095,0,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Treasure: Book of Secrets,2007,31.0,48.0,40.0,67.0,57.0,10.0,62.0,-23.0,44783772.0,44.78,219964115.0,219.96,237.4,237400485.0,457364600.0,457.0,2.374,130.0,351.82,34.45,,,,"Dec 21, 2007",0,,2.8338101614084823,-1.509365883842465,3,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Next,2007,29.0,42.0,36.0,53.0,59.0,-6.0,56.0,-21.0,7133049.0,7.13,18211013.0,18.21,55.33,55330487.0,73541500.0,74.0,0.5533,70.0,105.06,10.19,,,,"Apr 27, 2007",0,,-1.6079395952195217,-1.2327509610286151,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Country for Old Men,2007,95.0,91.0,93.0,86.0,76.0,10.0,81.0,12.0,1226333.0,1.23,74283625.0,74.28,86.72,86715832.0,160999457.0,161.0,0.8672,25.0,644.0,4.91,,,,"Nov 9, 2007",1,"Best Picture, Best Director, Best Supporting Actor, Best Adapted Screenplay",0.2689355926424587,4.057509494834665,1,0,0,0,1
